Image Number, 133, 134
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
0.0586	118.9746	254	
0.1758	119.0332	254	
0.3320	118.9453	254	
0.4688	118.9453	254	
0.6055	119.0918	254	
0.7617	119.1504	254	
1.0938	116.5137	214	
1.2500	116.6016	245	
1.3867	116.6602	221	
1.5234	116.7188	201	
1.6602	116.8359	190	
319.9805	479.9707	1	
319.9805	479.9707	1	
2.6367	109.9512	24	
2.2461	116.8945	229	
2.3828	116.8945	233	
2.5391	116.8945	223	
2.6563	116.9531	216	
2.8125	116.9824	180	
2.7930	119.0332	254	
2.8906	119.4727	254	
3.0469	119.4727	254	
3.1836	119.4727	254	
3.3398	119.5313	254	
3.4766	119.6484	254	
3.6328	119.6484	254	
3.7500	119.8242	254	
3.9063	119.8242	254	
4.2383	117.0996	124	
4.3945	116.9824	125	
4.5508	116.9531	122	
4.7070	116.8945	109	
4.6289	119.8828	254	
4.7656	119.9414	254	
4.9219	119.8242	254	
5.0586	119.8828	253	
5.2148	119.8828	254	
5.3516	119.8242	252	
5.5078	119.8828	254	
5.6445	119.8828	254	
5.8008	119.9414	254	
5.9375	119.7656	254	
6.0938	119.7656	254	
6.2305	119.8242	254	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
8.5547	104.5898	27	
8.7305	104.4434	34	
8.8477	104.5898	33	
8.9648	104.8242	27	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
10.1758	105.9082	24	
10.3125	105.9668	26	
10.4688	105.7031	29	
10.6055	105.9668	34	
10.7422	105.9668	32	
10.8789	105.7910	26	
11.0156	105.8496	26	
11.1719	105.7910	24	
11.3086	105.7910	25	
11.4453	105.9668	23	
11.6016	105.7910	26	
11.7383	105.7617	29	
11.8750	105.7910	34	
12.0117	105.7617	43	
12.1484	105.7617	49	
12.3047	105.9082	58	
12.4414	105.9082	55	
11.8164	119.0918	251	
11.9531	119.1504	242	
12.8906	105.7031	26	
13.0273	105.6445	22	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
13.3008	115.7813	45	
13.4375	115.7227	49	
13.5938	115.7227	50	
13.7305	115.7227	54	
13.9063	115.5469	50	
14.0430	115.5176	44	
14.1992	115.5469	47	
14.3359	115.6641	50	
14.4727	115.4590	66	
14.6484	115.2832	70	
14.7656	115.5176	50	
14.9023	115.6055	45	
15.0391	115.7227	49	
15.1758	115.8984	55	
15.3320	115.9570	51	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
16.0352	119.0332	227	
319.9805	479.9707	1	
16.3477	118.7402	229	
16.5039	118.6523	196	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
20.1758	107.7832	22	
20.2930	107.8418	22	
20.4297	107.9004	23	
20.5664	108.0176	24	
20.7227	108.0176	23	
20.8594	108.1055	23	
20.9961	108.0176	25	
21.1523	108.0762	27	
21.2891	108.1641	28	
21.4258	108.1641	30	
21.5625	107.9590	28	
21.6992	108.3105	31	
21.8555	108.0176	30	
21.9922	108.3105	33	
22.1484	108.2227	31	
22.2852	108.2227	30	
22.4219	108.1641	28	
22.5586	108.0176	27	
22.7148	108.0762	25	
22.8516	107.8418	24	
319.9805	479.9707	1	
319.9805	479.9707	1	
22.9883	116.1621	57	
23.1250	116.1035	94	
23.2813	116.0449	137	
23.4180	116.0449	197	
23.5742	116.1035	202	
23.7109	116.1035	196	
23.8477	116.0449	187	
24.0039	116.0449	195	
24.1406	116.0449	216	
24.2969	115.8105	219	
24.4336	115.8105	231	
24.5898	115.7520	245	
24.7461	115.7227	254	
24.8828	115.7520	254	
25.0195	115.8105	254	
25.1758	115.7520	254	
25.3125	115.7520	254	
25.4688	115.7227	254	
25.6055	115.7227	254	
25.7617	115.7227	254	
25.8984	115.7520	254	
26.0352	115.8691	223	
26.1719	115.8691	203	
26.3086	115.9277	153	
26.6211	110.5078	33	
26.7578	110.6250	34	
26.7383	116.4844	87	
27.0508	110.6543	34	
27.1875	110.7715	31	
27.3242	110.7715	30	
27.4805	110.9766	26	
27.4609	116.7480	53	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
30.1172	108.5742	25	
30.2344	108.7500	24	
30.3711	109.0723	25	
30.5273	109.0723	28	
30.6641	109.1309	27	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
31.8164	109.4824	23	
31.9531	109.3359	24	
32.0703	109.7461	24	
319.9805	479.9707	1	
32.3828	109.3652	22	
319.9805	479.9707	1	
319.9805	479.9707	1	
319.9805	479.9707	1	
32.9492	109.1602	24	
33.0859	109.1602	24	
33.2227	109.5996	27	
33.3594	109.5996	27	
33.4961	109.6875	28	
33.6523	109.6875	28	
33.7891	109.5996	27	
33.9453	109.4824	27	
34.1016	109.3652	27	
34.1211	116.4844	112	
34.2773	116.4258	106	
34.4336	116.4258	144	
34.5703	116.3672	226	
34.7266	116.3672	236	
34.8633	116.3086	254	
35.0000	116.2500	254	
35.1563	116.1328	254	
35.2930	116.1328	254	
35.4492	116.1914	254	
35.5859	116.1914	254	
35.7227	116.3086	254	
35.8789	116.3672	254	
36.0156	116.4258	254	
36.1719	116.3672	254	
36.3086	116.3672	254	
36.4648	116.3672	254	
36.6016	116.3965	254	
36.7383	116.3965	254	
36.8750	116.4551	254	
37.0117	116.5137	254	
37.1680	116.4551	254	
