Image Number, 88
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
159.9902	239.9854	1
9.9707	6.7969	25
10.0879	6.6943	25
10.2148	6.5625	27
10.3223	6.4746	24
10.4395	6.3428	37
10.5664	6.2109	25
10.6738	6.0938	48
10.8008	5.9619	33
10.9180	5.8887	25
11.0352	5.7568	30
11.1523	5.6836	31
11.2598	5.5518	23
11.3867	5.4346	77
11.4941	5.4199	146
11.6016	5.4199	85
11.7090	5.4199	99
11.8262	5.4199	132
11.9336	5.4199	102
12.0410	5.4346	125
12.1582	5.4492	107
12.2656	5.4492	141
12.3731	5.4199	115
12.4902	5.3906	113
12.5977	5.4199	119
12.7051	5.4199	128
12.8125	5.4053	142
12.9297	5.4199	96
13.0371	5.4346	129
13.1445	5.3906	121
13.2617	5.3906	116
13.3691	5.4346	96
13.4766	5.4199	141
13.5938	5.3906	127
13.7012	5.4199	137
13.8086	5.4346	126
13.9160	5.4346	138
14.0332	5.4053	138
14.1406	5.4346	131
14.2481	5.4199	155
14.3652	5.4346	152
14.4727	5.4053	153
14.5801	5.4053	108
14.6973	5.3906	113
14.8047	5.4053	131
14.9121	5.3906	77
15.0195	5.3906	122
15.1367	5.4053	163
15.2441	5.4199	156
15.3516	5.4199	132
15.4688	5.3906	145
15.5762	5.4053	131
15.6836	5.3906	108
15.7910	5.4492	160
15.9082	5.3906	151
16.0156	5.4053	172
16.1231	5.4053	121
16.2500	5.3760	136
16.3477	5.3906	114
16.4551	5.4053	126
16.5625	5.4053	162
16.6797	5.4053	150
16.7871	5.4053	146
16.8945	5.4053	108
17.0117	5.4053	148
17.1191	5.4199	129
17.2266	5.4199	131
17.3535	5.3613	132
17.4609	5.3760	134
17.5586	5.4199	148
17.6758	5.3613	192
17.7930	5.3760	149
17.9004	5.3613	126
18.0078	5.3467	158
18.1152	5.4053	123
18.2324	5.3613	146
18.3301	5.4053	130
18.4473	5.3906	138
18.5547	5.4053	142
18.6719	5.3906	94
18.7793	5.4053	128
18.8965	5.3760	144
19.0039	5.3906	132
19.1113	5.3760	122
19.2188	5.3906	168
19.3359	5.3760	192
19.4434	5.3906	137
19.5508	5.3906	144
19.6680	5.3906	148
19.7754	5.3906	178
19.8828	5.3467	164
19.9902	5.3760	131
20.1074	5.3760	145
20.2148	5.3906	152
20.3223	5.3906	132
20.4395	5.3906	121
20.5469	5.3760	169
20.6543	5.3760	167
20.7715	5.3906	125
20.8789	5.3760	164
20.9863	5.4053	151
21.0938	5.3906	141
21.2012	5.3613	119
21.3184	5.3760	145
21.4258	5.3760	194
21.5430	5.3760	157
21.6504	5.3760	185
21.7578	5.3760	189
21.8652	5.3613	163
21.9727	5.3174	125
22.0898	5.3760	136
22.1973	5.3613	151
22.3047	5.3467	148
22.4219	5.3760	217
22.5293	5.3760	173
22.6367	5.3613	160
22.7539	5.3760	134
22.8516	5.3467	108
22.9688	5.3174	177
23.0762	5.3174	186
23.1934	5.3760	171
23.2910	5.3613	177
23.4082	5.3467	138
23.5156	5.3467	153
23.6231	5.3174	188
23.7402	5.3467	186
23.8477	5.3174	180
23.9551	5.3613	133
24.0625	5.3613	125
24.1797	5.3174	174
24.2871	5.3174	212
24.3945	5.3467	163
24.5117	5.3467	155
24.6191	5.0830	204
24.7266	5.0098	193
24.8242	4.2773	247
24.9219	4.1748	254
25.0293	4.1748	254
25.1367	4.1895	254
25.2539	4.1748	254
25.3613	4.2041	254
25.4688	4.1895	254
25.5762	4.2041	254
25.6934	4.2041	254
25.8008	4.1748	254
25.9082	4.1748	254
26.0156	4.1748	254
26.1328	4.1748	254
26.2402	4.1748	254
26.3477	4.1895	254
26.4551	4.1748	254
26.5723	4.1748	254
26.6797	4.2041	254
26.7871	4.1895	254
26.8945	4.1895	254
27.0020	4.2041	254
27.1191	4.1895	254
27.2266	4.1748	254
27.3340	4.1895	254
27.4414	4.1748	254
27.5586	4.1748	254
27.6660	4.1748	254
27.7734	4.1895	254
27.8809	4.1895	254
27.9981	4.1455	253
28.1055	4.1895	254
28.2129	4.1895	254
28.3203	4.1895	254
28.4375	4.1895	254
28.5449	4.1895	254
28.6523	4.1895	254
28.7598	4.1455	254
28.8770	4.1895	248
28.9844	4.1895	254
29.0918	4.1895	254
29.2090	4.1895	251
29.3164	4.1895	254
29.4238	4.1895	254
29.5313	4.1748	241
29.6484	4.1895	252
29.7559	4.1455	254
29.8633	4.1602	251
29.9707	4.1602	248
30.0879	4.1455	254
30.1953	4.1748	246
30.3027	4.2041	240
30.4102	4.1602	249
30.5273	4.1748	240
30.6348	4.1602	244
30.7422	4.2041	249
30.8594	4.1748	242
30.9668	4.1748	240
31.0742	4.1455	240
31.1816	4.1602	235
31.2988	4.1602	239
31.4063	4.1748	241
31.5137	4.1602	248
31.6211	4.1602	232
31.7383	4.1602	230
31.8457	4.1748	233
31.9531	4.1602	241
32.0703	4.1748	233
32.1777	4.1602	238
32.2852	4.1602	243
32.3926	4.1748	226
32.5098	4.1895	229
32.6172	4.1748	229
32.7246	4.1748	226
32.8418	4.1748	227
32.9492	4.1895	230
33.0566	4.1748	219
33.1641	4.1748	220
33.2813	4.1895	229
33.3887	4.1602	227
33.4961	4.1895	213
33.6133	4.1895	220
33.7207	4.1602	224
33.8281	4.1602	228
33.9453	4.1895	217
34.0527	4.1895	212
34.1602	4.1895	225
34.2676	4.1895	232
34.3848	4.1895	213
34.4922	4.1895	226
34.5996	4.1895	215
34.7168	4.1602	216
34.8242	4.1602	211
34.9316	4.1895	225
35.0488	4.1602	215
35.1563	4.1748	191
35.2637	4.1748	216
35.3809	4.1602	201

