0.5859,533,82.6758,198
0.7227,533,82.7051,184
0.8594,533,82.6758,203
0.9961,533,82.6758,187
1.1328,533,82.6758,163
1.2695,533,82.6758,166
1.4063,533,82.6758,187
1.543,533,82.6758,187
1.6602,533,82.6758,192
1.7969,533,82.6758,194
1.9336,533,82.6758,191
2.0703,533,82.6758,189
2.207,533,82.6172,189
2.3438,533,82.6172,191
2.4805,533,82.6758,193
2.6172,533,82.6758,194
2.7539,533,82.6758,206
2.8906,533,82.6758,232
3.0078,533,82.6758,217
3.1445,533,82.6758,203
3.2813,533,82.6758,190
3.4375,533,82.5879,196
3.5742,533,82.6172,217
3.7109,533,82.5879,235
3.8477,533,82.6172,224
3.9844,533,82.5293,222
4.1211,533,82.5293,227
4.2578,533,82.5293,231
4.3555,533,82.6758,201
4.4922,533,82.6758,201
4.6289,533,82.6758,213
4.7852,533,82.5,219
4.9219,533,82.5586,197
5.0586,533,82.6172,182
5.1953,533,82.5586,170
5.332,533,82.5586,176
5.4688,533,82.6172,185
5.6055,533,82.5586,194
5.7422,533,82.5,212
5.8594,533,82.5,225
5.9961,533,82.5,220
6.1328,533,82.5586,202
6.2695,533,82.5,217
6.4063,533,82.5,219
6.543,533,82.5,220
6.6797,533,82.5,222
6.8164,533,82.5,218
6.9531,533,82.5,205
7.0898,533,82.5,220
7.207,533,82.5,220
7.3438,533,82.5,184
7.4805,533,82.5,198
7.6172,533,82.5,202
7.7539,533,82.5,213
7.8906,533,82.5,217
8.0273,533,82.5,212
8.1641,533,82.5,214
8.3008,533,82.5,221
8.4375,533,82.5,223
8.5547,533,82.5,223
8.6914,533,82.5,206
8.8281,533,82.5,195
8.9648,533,82.5,202
9.1016,533,82.5,200
9.2383,533,82.5,200
9.375,533,82.5,203
9.5117,533,82.5,217
9.6484,533,82.5,217
9.7852,533,82.5,204
9.9023,533,82.5,197
10.0391,533,82.5,191
10.1758,533,82.5,193
10.3125,533,82.5,196
10.4492,533,82.5,192
10.5859,533,82.5,186
10.7227,533,82.5,184
10.8594,533,82.4707,180
10.9961,533,82.5,185
11.1328,533,82.5,186
11.25,533,82.5,185
11.3867,533,82.5,185
11.543,533,82.4121,178
11.6797,533,82.4121,175
11.7969,533,82.4707,179
11.9336,533,82.4707,177
12.0703,533,82.4707,171
12.2266,533,82.4121,170
12.3633,533,82.4121,168
12.4805,533,82.4707,174
12.6367,533,82.4121,177
12.7539,533,82.3535,179
12.8906,533,82.4121,175
13.0273,533,82.4121,175
13.1641,533,82.4121,177
13.3008,533,82.4121,177
13.4375,533,82.3535,173
13.5742,533,82.4121,178
13.6914,533,82.4707,180
13.8477,533,82.4121,175
13.9844,533,82.4121,171
14.1016,533,82.4121,171
14.2383,533,82.3535,172
14.375,533,82.3535,187
14.5117,533,82.4121,179
14.6484,533,82.4121,162
14.7852,533,82.3535,171
14.9219,533,82.2656,205
15.0586,533,82.2656,194
15.1953,533,82.2656,195
15.332,533,82.2656,201
15.4492,533,82.2656,195
15.5859,533,82.2656,195
15.7227,533,82.2656,195
15.8594,533,82.2656,200
15.9961,533,82.2656,205
16.1328,533,82.2656,198
16.2695,533,82.2656,189
16.4063,533,82.2656,190
16.543,533,82.2656,193
16.6797,533,82.2656,191
16.7969,533,82.2656,191
16.9336,533,82.2656,188
17.0703,533,82.2656,185
17.207,533,82.2656,188
17.3438,533,82.2656,208
17.4805,533,82.2656,208
17.6172,533,82.2656,189
17.7539,533,82.2656,191
17.8906,533,82.2656,188
18.0273,533,82.2656,186
18.1445,533,82.2656,187
18.2813,533,82.2656,185
18.418,533,82.207,180
18.5547,533,82.207,177
18.6914,533,82.2656,182
18.8281,533,82.207,180
18.9648,533,82.2656,180
19.1016,533,82.207,179
19.2383,533,82.207,180
19.375,533,82.207,179
19.4922,533,82.2656,182
19.6289,533,82.207,182
19.7656,533,82.207,178
19.9023,533,82.207,176
20.0391,533,82.207,180
20.1758,533,82.207,182
20.3125,533,82.207,180
20.4492,533,82.207,180
20.5859,533,82.207,181
20.7227,533,82.207,178
20.8398,533,82.207,180
20.9766,533,82.207,179
21.1133,533,82.1777,195
21.25,533,82.1777,183
21.3867,533,82.1777,167
21.543,533,82.1191,207
21.6797,533,82.1191,219
21.8164,533,82.1191,196
21.9336,533,82.1777,166
22.0703,533,82.1777,182
22.1875,533,82.1777,179
22.3438,533,82.1191,196
22.4805,533,82.1191,196
22.6172,533,82.1191,171
22.7539,533,82.1191,180
22.8711,533,82.1777,174
23.0273,533,82.1191,202
23.1641,533,82.1191,212
23.3008,533,82.1191,200
23.418,533,82.1191,195
23.5547,533,82.1191,206
23.6914,533,82.1191,217
23.8281,533,82.0898,219
23.9648,533,82.0898,213
24.1016,533,82.0898,219
24.2383,533,82.0898,218
24.375,533,82.0898,212
24.5117,533,82.0898,204
24.6484,533,82.0898,210
24.7656,533,82.0898,204
24.9023,533,82.0898,193
25.0391,533,82.0898,188
25.1758,533,82.0898,189
25.3125,533,82.0898,188
25.4492,533,82.0898,185
25.5859,533,82.0898,185
25.7227,533,82.0898,181
25.8594,533,82.0606,180
25.9961,533,82.0898,184
26.1133,533,82.0898,188
26.25,533,82.0898,190
26.3867,533,82.0898,187
26.5234,533,82.0606,182
26.6602,533,82.0606,183
26.7969,533,82.0606,182
26.9336,533,82.002,176
27.0703,533,82.0898,183
27.207,533,82.0898,186
27.3438,533,82.0898,183
27.4609,533,82.0606,184
27.5977,533,82.0898,186
27.7344,533,82.0606,181
27.8711,533,82.0606,180
28.0078,533,82.002,175
28.1445,533,82.002,175
28.2813,533,82.002,176
28.418,533,82.002,177
28.5547,533,82.0606,182
28.6914,533,82.002,177
28.8086,533,82.002,174
28.9453,533,82.002,173
29.082,533,82.002,174
29.2188,533,82.002,177
29.3555,533,82.002,177
29.4922,533,82.0606,178
29.6289,533,81.9727,187
29.7656,533,81.9727,186
29.9023,533,82.002,169
30.0195,533,82.002,160
30.1563,533,82.002,148
30.293,533,82.002,148
30.4297,533,81.9727,162
30.5664,533,81.9141,179
30.7031,533,81.9141,164
30.8398,533,81.9141,169
30.9766,533,81.9727,171
31.1133,533,81.9727,164
31.25,533,81.8848,179
31.3672,533,81.8848,180
31.5039,533,81.8848,171
31.6406,533,81.8848,185
31.7773,533,81.8848,195
31.9141,533,81.8848,190
32.0508,533,81.8848,171
32.1875,533,81.9141,171
32.3242,533,81.8848,191
32.4609,533,81.8848,185
32.5977,533,81.8848,186
32.7148,533,81.8848,172
32.8516,533,81.8848,187
32.9883,533,81.8848,192
33.125,533,81.8848,187
33.2617,533,81.8848,189
33.3984,533,81.8848,188
33.5352,533,81.8848,182
33.6719,533,81.8848,185
33.8086,533,81.8848,186
33.9258,533,81.8848,183
34.0625,533,81.8848,187
34.1992,533,81.8848,184
34.3359,533,81.8262,182
34.4727,533,81.8262,182
34.6094,533,81.8262,182
34.7461,533,81.8848,181
34.8828,533,81.8262,176
35.0195,533,81.8262,177
35.1563,533,81.8262,181
35.2734,533,81.8262,178
35.4102,533,81.8262,175
35.5469,533,81.8262,178
35.6836,533,81.8262,176
35.8203,533,81.8262,178
35.957,533,81.7676,178
36.0938,533,81.7676,172
36.2305,533,81.7676,172
36.3672,533,81.8262,177
36.4844,533,81.8262,175
36.6211,533,81.7676,172
36.7578,533,81.8262,170
36.8945,533,81.7676,171
37.0313,533,81.7676,172
37.168,533,81.7676,182
37.3047,533,81.7676,178
37.4414,533,81.7676,168
37.5781,533,81.7676,160
37.7148,533,81.7676,152
37.832,533,81.7676,166
37.9688,533,81.7676,185
38.1055,533,81.709,201
38.2422,533,81.709,189
38.3789,533,81.709,159
38.5156,533,81.709,165
38.6523,533,81.709,199
38.7891,533,81.709,200
38.9258,533,81.709,181
39.043,533,81.709,178
39.1797,533,81.709,194
39.3164,533,81.709,211
39.4531,533,81.709,200
39.5898,533,81.709,193
39.7266,533,81.709,188
39.8633,533,81.709,155
40,533,81.709,159
40.1367,533,81.709,178
40.2734,533,81.709,184
40.3906,533,81.6797,179
40.5273,533,81.709,182
40.6641,533,81.709,186
40.8008,533,81.709,185
40.9375,533,81.6797,181
41.0742,533,81.709,180
41.2109,533,81.709,182
41.3477,533,81.709,180
41.4648,533,81.6797,176
41.6016,533,81.6797,175
41.7383,533,81.6797,177
41.875,533,81.6797,179
42.0117,533,81.6797,181
42.1484,533,81.709,185
42.2852,533,81.709,186
42.4219,533,81.709,184
42.5391,533,81.6797,174
42.6758,533,81.6797,174
42.8125,533,81.6797,174
42.9492,533,81.6797,176
43.0859,533,81.6211,173
43.2227,533,81.6211,174
43.3594,533,81.6211,178
43.4766,533,81.6211,175
43.6133,533,81.6211,168
43.75,533,81.6211,170
43.8867,533,81.6211,174
44.0234,533,81.6211,174
44.1602,533,81.6211,171
44.2969,533,81.6211,174
44.4336,533,81.6211,174
44.5508,533,81.6211,169
44.6875,533,81.6211,172
44.8242,533,81.5039,192
44.9609,533,81.5039,189
45.0977,533,81.5332,173
45.2344,533,81.5332,166
45.3711,533,81.5332,157
45.5078,533,81.5039,173
